dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_mean,SID_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_15_nodes_15_edges_none_random,BOSS,17.61,4.39,7.44,2.0,0.13,0.2,0.42,0.13,0.01,0.02,0.87,0.2,0.42,0.13,0.56,0.15,9.12,2.31,36.3,10.73,npy,dag,15,15,15,random,LT,0.608,0.154,36.3,10.73,36.3,10.73,2.42,0.7153333333333334,2.42,0.7153333333333334,2.42,0.7153333333333334
dag_15_nodes_15_edges_semantics_ER,GRaSP,16.0,6.22,7.26,2.69,0.19,0.26,0.39,0.17,0.02,0.02,0.81,0.26,0.39,0.17,0.52,0.19,9.7,3.0,24.14,8.59,npy,dag,15,15,15,ER,ER,0.6466666666666666,0.2,24.14,8.59,24.14,8.59,1.6093333333333333,0.5726666666666667,1.6093333333333333,0.5726666666666667,1.6093333333333333,0.5726666666666667
dag_15_nodes_15_edges_semantics_ER,BOSS,19.63,7.52,7.46,2.51,0.11,0.17,0.44,0.17,0.01,0.02,0.89,0.17,0.44,0.17,0.58,0.16,8.84,2.77,21.56,6.61,npy,dag,15,15,15,ER,ER,0.5893333333333334,0.18466666666666667,21.56,6.61,21.56,6.61,1.4373333333333334,0.4406666666666667,1.4373333333333334,0.4406666666666667,1.4373333333333334,0.4406666666666667
dag_15_nodes_15_edges_semantics_SF,GRaSP,8.7,2.58,6.34,3.22,0.14,0.26,0.38,0.18,0.01,0.03,0.86,0.26,0.38,0.18,0.52,0.18,9.2,2.99,23.66,8.81,npy,dag,15,15,14,SF,SF,0.6571428571428571,0.21357142857142858,23.66,8.81,23.66,8.81,1.69,0.6292857142857143,1.69,0.6292857142857143,1.69,0.6292857142857143
dag_15_nodes_15_edges_semantics_SF,BOSS,10.65,3.56,5.98,2.77,0.1,0.21,0.38,0.19,0.01,0.01,0.9,0.21,0.38,0.19,0.52,0.2,8.92,2.89,22.12,8.53,npy,dag,15,15,14,SF,SF,0.6371428571428571,0.20642857142857143,22.12,8.53,22.12,8.53,1.58,0.6092857142857142,1.58,0.6092857142857142,1.58,0.6092857142857142
dag_15_nodes_15_edges_semantics_random,GRaSP,10.8,3.53,11.44,2.65,0.16,0.22,0.65,0.21,0.02,0.02,0.84,0.22,0.65,0.21,0.74,0.18,5.96,3.86,27.48,19.73,npy,dag,15,15,15,random,LT,0.3973333333333333,0.2573333333333333,27.48,19.73,27.48,19.73,1.832,1.3153333333333335,1.832,1.3153333333333335,1.832,1.3153333333333335
dag_15_nodes_15_edges_semantics_random,BOSS,14.9,4.02,11.24,2.07,0.19,0.23,0.61,0.21,0.02,0.02,0.81,0.23,0.61,0.21,0.71,0.19,6.76,3.85,34.18,18.51,npy,dag,15,15,15,random,LT,0.45066666666666666,0.25666666666666665,34.18,18.51,34.18,18.51,2.2786666666666666,1.2340000000000002,2.2786666666666666,1.2340000000000002,2.2786666666666666,1.2340000000000002
dag_15_nodes_22_edges_degrees_ER,GRaSP,19.84,9.45,11.14,3.59,0.1,0.13,0.45,0.15,0.01,0.02,0.9,0.13,0.45,0.15,0.59,0.15,12.54,3.41,59.78,15.82,npy,dag,15,22,22,ER,ER,0.57,0.155,59.78,15.82,59.78,15.82,2.7172727272727273,0.7190909090909091,2.7172727272727273,0.7190909090909091,2.7172727272727273,0.7190909090909091
dag_15_nodes_22_edges_degrees_ER,BOSS,30.86,16.39,11.44,4.22,0.14,0.18,0.43,0.17,0.02,0.03,0.86,0.18,0.43,0.17,0.56,0.17,13.18,4.03,65.34,18.36,npy,dag,15,22,22,ER,ER,0.5990909090909091,0.1831818181818182,65.34,18.36,65.34,18.36,2.97,0.8345454545454545,2.97,0.8345454545454545,2.97,0.8345454545454545
dag_15_nodes_22_edges_degrees_SF,GRaSP,6.75,3.17,8.86,2.87,0.24,0.3,0.47,0.23,0.03,0.04,0.76,0.3,0.47,0.23,0.6,0.21,8.46,4.38,23.28,15.19,npy,dag,15,22,14,SF,SF,0.6042857142857143,0.31285714285714283,23.28,15.19,23.28,15.19,1.662857142857143,1.085,1.662857142857143,1.085,1.662857142857143,1.085
dag_15_nodes_22_edges_degrees_SF,BOSS,10.29,4.84,10.34,2.59,0.13,0.24,0.63,0.21,0.02,0.03,0.87,0.24,0.63,0.21,0.72,0.21,5.98,4.18,16.26,12.81,npy,dag,15,22,14,SF,SF,0.42714285714285716,0.29857142857142854,16.26,12.81,16.26,12.81,1.1614285714285715,0.915,1.1614285714285715,0.915,1.1614285714285715,0.915
dag_15_nodes_22_edges_degrees_random,GRaSP,14.6,6.2,14.36,2.11,0.1,0.14,0.59,0.12,0.02,0.03,0.9,0.14,0.59,0.12,0.71,0.12,9.62,3.1,52.16,16.7,npy,dag,15,22,22,random,LT,0.43727272727272726,0.1409090909090909,52.16,16.7,52.16,16.7,2.3709090909090906,0.759090909090909,2.3709090909090906,0.759090909090909,2.3709090909090906,0.759090909090909
dag_15_nodes_22_edges_degrees_random,BOSS,21.85,10.37,15.08,2.21,0.07,0.1,0.64,0.1,0.01,0.02,0.93,0.1,0.64,0.1,0.75,0.1,8.34,2.56,45.9,14.63,npy,dag,15,22,22,random,LT,0.3790909090909091,0.11636363636363636,45.9,14.63,45.9,14.63,2.0863636363636364,0.665,2.0863636363636364,0.665,2.0863636363636364,0.665
dag_15_nodes_22_edges_none_ER,GRaSP,15.58,6.65,10.42,3.44,0.14,0.18,0.4,0.14,0.02,0.03,0.86,0.18,0.4,0.14,0.53,0.15,13.9,3.6,49.98,14.11,npy,dag,15,22,22,ER,ER,0.6318181818181818,0.16363636363636364,49.98,14.11,49.98,14.11,2.2718181818181815,0.6413636363636364,2.2718181818181815,0.6413636363636364,2.2718181818181815,0.6413636363636364
dag_15_nodes_22_edges_none_ER,BOSS,23.32,8.61,11.78,2.74,0.18,0.19,0.44,0.15,0.02,0.02,0.82,0.19,0.44,0.15,0.57,0.16,13.2,4.02,46.06,12.94,npy,dag,15,22,22,ER,ER,0.6,0.1827272727272727,46.06,12.94,46.06,12.94,2.0936363636363637,0.5881818181818181,2.0936363636363637,0.5881818181818181,2.0936363636363637,0.5881818181818181
dag_15_nodes_22_edges_none_SF,GRaSP,17.07,7.76,6.02,2.92,0.13,0.23,0.35,0.16,0.01,0.03,0.87,0.23,0.35,0.16,0.47,0.18,9.54,2.68,20.64,10.44,npy,dag,15,22,14,SF,SF,0.6814285714285714,0.19142857142857145,20.64,10.44,20.64,10.44,1.4742857142857144,0.7457142857142857,1.4742857142857144,0.7457142857142857,1.4742857142857144,0.7457142857142857
dag_15_nodes_22_edges_none_SF,BOSS,21.53,8.24,6.08,2.44,0.07,0.17,0.4,0.17,0.01,0.01,0.93,0.17,0.4,0.17,0.54,0.19,8.64,2.53,15.94,8.24,npy,dag,15,22,14,SF,SF,0.6171428571428572,0.1807142857142857,15.94,8.24,15.94,8.24,1.1385714285714286,0.5885714285714286,1.1385714285714286,0.5885714285714286,1.1385714285714286,0.5885714285714286
dag_15_nodes_22_edges_none_random,GRaSP,9.59,4.01,10.98,2.98,0.28,0.28,0.36,0.17,0.04,0.03,0.72,0.28,0.36,0.17,0.49,0.18,15.24,4.51,62.04,20.74,npy,dag,15,22,22,random,LT,0.6927272727272727,0.205,62.04,20.74,62.04,20.74,2.82,0.9427272727272726,2.82,0.9427272727272726,2.82,0.9427272727272726
dag_15_nodes_22_edges_none_random,BOSS,13.57,5.95,11.48,3.09,0.16,0.22,0.45,0.16,0.02,0.02,0.84,0.22,0.45,0.16,0.59,0.17,12.62,3.95,50.66,19.22,npy,dag,15,22,22,random,LT,0.5736363636363636,0.17954545454545456,50.66,19.22,50.66,19.22,2.3027272727272727,0.8736363636363635,2.3027272727272727,0.8736363636363635,2.3027272727272727,0.8736363636363635
dag_15_nodes_22_edges_semantics_ER,GRaSP,27.9,10.27,15.32,2.58,0.13,0.18,0.6,0.15,0.03,0.04,0.87,0.18,0.6,0.15,0.71,0.15,9.3,3.94,59.08,25.12,npy,dag,15,22,22,ER,ER,0.4227272727272728,0.17909090909090908,59.08,25.12,59.08,25.12,2.6854545454545455,1.1418181818181818,2.6854545454545455,1.1418181818181818,2.6854545454545455,1.1418181818181818
dag_15_nodes_22_edges_semantics_ER,BOSS,36.06,13.53,14.12,3.97,0.12,0.17,0.57,0.21,0.02,0.03,0.88,0.17,0.57,0.21,0.68,0.19,9.84,4.95,63.96,29.48,npy,dag,15,22,22,ER,ER,0.44727272727272727,0.225,63.96,29.48,63.96,29.48,2.9072727272727272,1.34,2.9072727272727272,1.34,2.9072727272727272,1.34
dag_15_nodes_22_edges_semantics_SF,GRaSP,15.8,6.64,5.8,2.48,0.15,0.27,0.33,0.16,0.01,0.02,0.85,0.27,0.33,0.16,0.48,0.17,9.7,2.57,21.46,10.43,npy,dag,15,22,14,SF,SF,0.6928571428571428,0.18357142857142855,21.46,10.43,21.46,10.43,1.532857142857143,0.745,1.532857142857143,0.745,1.532857142857143,0.745
dag_15_nodes_22_edges_semantics_SF,BOSS,18.69,8.33,4.3,2.08,0.14,0.27,0.25,0.14,0.01,0.02,0.86,0.28,0.25,0.14,0.39,0.16,10.74,2.19,22.8,8.72,npy,dag,15,22,14,SF,SF,0.7671428571428571,0.15642857142857142,22.8,8.72,22.8,8.72,1.6285714285714286,0.6228571428571429,1.6285714285714286,0.6228571428571429,1.6285714285714286,0.6228571428571429
dag_15_nodes_22_edges_semantics_random,GRaSP,12.94,6.41,6.6,2.95,0.13,0.19,0.26,0.12,0.01,0.02,0.87,0.19,0.26,0.12,0.38,0.15,16.62,2.84,70.22,9.27,npy,dag,15,22,22,random,LT,0.7554545454545455,0.1290909090909091,70.22,9.27,70.22,9.27,3.191818181818182,0.42136363636363633,3.191818181818182,0.42136363636363633,3.191818181818182,0.42136363636363633
dag_15_nodes_22_edges_semantics_random,BOSS,18.26,8.59,7.68,3.07,0.1,0.15,0.31,0.12,0.01,0.02,0.9,0.15,0.31,0.12,0.45,0.15,15.4,2.71,68.18,11.32,npy,dag,15,22,22,random,LT,0.7000000000000001,0.12318181818181818,68.18,11.32,68.18,11.32,3.0990909090909096,0.5145454545454545,3.0990909090909096,0.5145454545454545,3.0990909090909096,0.5145454545454545
dag_5_nodes_5_edges_degrees_ER,GRaSP,1.55,0.68,1.64,0.78,0.02,0.1,0.32,0.16,0.01,0.04,0.98,0.11,0.32,0.16,0.56,0.06,3.4,0.78,11.84,1.61,npy,dag,5,5,5,ER,ER,0.6799999999999999,0.156,11.84,1.61,11.84,1.61,2.368,0.322,2.368,0.322,2.368,0.322
dag_5_nodes_5_edges_degrees_ER,BOSS,1.63,0.69,1.68,0.74,0.02,0.1,0.33,0.15,0.01,0.04,0.98,0.11,0.33,0.15,0.56,0.06,3.36,0.75,11.76,1.55,npy,dag,5,5,5,ER,ER,0.6719999999999999,0.15,11.76,1.55,11.76,1.55,2.352,0.31,2.352,0.31,2.352,0.31
dag_5_nodes_5_edges_degrees_SF,GRaSP,1.2,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,npy,dag,5,5,4,SF,SF,1.0,0.0,10.0,0.0,10.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0
dag_5_nodes_5_edges_degrees_SF,BOSS,1.14,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,npy,dag,5,5,4,SF,SF,1.0,0.0,10.0,0.0,10.0,0.0,2.5,0.0,2.5,0.0,2.5,0.0
dag_5_nodes_5_edges_degrees_random,GRaSP,1.13,0.49,2.76,1.45,0.05,0.16,0.52,0.29,0.04,0.12,0.94,0.17,0.52,0.29,0.72,0.19,2.48,1.47,4.12,3.07,npy,dag,5,5,5,random,LT,0.496,0.294,4.12,3.07,4.12,3.07,0.8240000000000001,0.614,0.8240000000000001,0.614,0.8240000000000001,0.614
dag_5_nodes_5_edges_degrees_random,BOSS,1.47,0.54,3.02,1.38,0.05,0.21,0.58,0.3,0.03,0.11,0.94,0.22,0.58,0.3,0.8,0.14,2.18,1.6,3.5,3.37,npy,dag,5,5,5,random,LT,0.43600000000000005,0.32,3.5,3.37,3.5,3.37,0.7,0.674,0.7,0.674,0.7,0.674
dag_5_nodes_5_edges_none_ER,GRaSP,0.74,0.34,3.04,1.12,0.04,0.17,0.58,0.24,0.02,0.1,0.96,0.17,0.58,0.24,0.74,0.16,2.14,1.29,5.36,2.59,npy,dag,5,5,5,ER,ER,0.42800000000000005,0.258,5.36,2.59,5.36,2.59,1.072,0.518,1.072,0.518,1.072,0.518
dag_5_nodes_5_edges_none_ER,BOSS,0.93,0.39,3.18,1.35,0.07,0.23,0.58,0.29,0.05,0.18,0.92,0.24,0.58,0.29,0.78,0.16,2.2,1.65,5.42,3.25,npy,dag,5,5,5,ER,ER,0.44000000000000006,0.32999999999999996,5.42,3.25,5.42,3.25,1.084,0.65,1.084,0.65,1.084,0.65
dag_5_nodes_5_edges_none_SF,GRaSP,0.74,0.44,2.4,1.03,0.22,0.39,0.44,0.28,0.11,0.2,0.76,0.4,0.44,0.28,0.72,0.12,2.56,1.61,3.46,2.78,npy,dag,5,5,4,SF,SF,0.64,0.4025,3.46,2.78,3.46,2.78,0.865,0.695,0.865,0.695,0.865,0.695
dag_5_nodes_5_edges_none_SF,BOSS,1.04,0.65,2.56,1.03,0.16,0.34,0.52,0.3,0.08,0.16,0.82,0.35,0.52,0.3,0.78,0.12,2.1,1.54,2.78,2.42,npy,dag,5,5,4,SF,SF,0.525,0.385,2.78,2.42,2.78,2.42,0.695,0.605,0.695,0.605,0.695,0.605
dag_5_nodes_5_edges_none_random,GRaSP,1.35,0.53,1.42,1.11,0.03,0.15,0.26,0.2,0.02,0.09,0.95,0.18,0.26,0.2,0.58,0.02,3.68,1.02,9.54,2.38,npy,dag,5,5,5,random,LT,0.736,0.20400000000000001,9.54,2.38,9.54,2.38,1.908,0.476,1.908,0.476,1.908,0.476
dag_5_nodes_5_edges_none_random,BOSS,1.58,0.65,1.42,0.95,0.04,0.17,0.26,0.19,0.02,0.09,0.94,0.2,0.26,0.19,0.55,0.07,3.7,0.97,9.38,1.87,npy,dag,5,5,5,random,LT,0.74,0.194,9.38,1.87,9.38,1.87,1.8760000000000001,0.374,1.8760000000000001,0.374,1.8760000000000001,0.374
dag_5_nodes_5_edges_semantics_ER,GRaSP,1.07,0.63,2.52,1.34,0.19,0.33,0.38,0.25,0.13,0.21,0.77,0.35,0.38,0.25,0.65,0.13,3.28,1.49,6.14,2.23,npy,dag,5,5,5,ER,ER,0.6559999999999999,0.298,6.14,2.23,6.14,2.23,1.228,0.446,1.228,0.446,1.228,0.446
dag_5_nodes_5_edges_semantics_ER,BOSS,1.25,0.73,2.56,1.21,0.12,0.25,0.43,0.23,0.08,0.17,0.87,0.27,0.43,0.23,0.66,0.13,2.92,1.23,5.56,2.1,npy,dag,5,5,5,ER,ER,0.584,0.246,5.56,2.1,5.56,2.1,1.1119999999999999,0.42000000000000004,1.1119999999999999,0.42000000000000004,1.1119999999999999,0.42000000000000004
dag_5_nodes_5_edges_semantics_SF,GRaSP,1.15,0.53,1.36,1.03,0.06,0.24,0.3,0.25,0.03,0.11,0.91,0.29,0.3,0.25,0.67,0.0,2.86,1.09,4.76,2.33,npy,dag,5,5,4,SF,SF,0.715,0.2725,4.76,2.33,4.76,2.33,1.19,0.5825,1.19,0.5825,1.19,0.5825
dag_5_nodes_5_edges_semantics_SF,BOSS,1.34,0.62,1.4,0.93,0.02,0.14,0.34,0.24,0.01,0.05,0.97,0.17,0.34,0.24,0.67,0.0,2.66,0.98,4.3,1.92,npy,dag,5,5,4,SF,SF,0.665,0.245,4.3,1.92,4.3,1.92,1.075,0.48,1.075,0.48,1.075,0.48
dag_5_nodes_5_edges_semantics_random,GRaSP,0.92,0.4,2.62,1.47,0.16,0.3,0.4,0.24,0.13,0.25,0.82,0.32,0.4,0.24,0.63,0.15,3.28,1.46,6.92,2.19,npy,dag,5,5,5,random,LT,0.6559999999999999,0.292,6.92,2.19,6.92,2.19,1.384,0.438,1.384,0.438,1.384,0.438
dag_5_nodes_5_edges_semantics_random,BOSS,1.07,0.52,2.46,1.15,0.1,0.22,0.42,0.21,0.07,0.14,0.88,0.23,0.42,0.21,0.64,0.12,3.0,1.14,6.94,2.06,npy,dag,5,5,5,random,LT,0.6,0.22799999999999998,6.94,2.06,6.94,2.06,1.3880000000000001,0.41200000000000003,1.3880000000000001,0.41200000000000003,1.3880000000000001,0.41200000000000003
dag_5_nodes_7_edges_degrees_ER,GRaSP,1.47,0.83,4.0,1.67,0.18,0.3,0.46,0.26,0.25,0.42,0.81,0.31,0.46,0.26,0.64,0.22,3.88,1.94,11.14,3.7,npy,dag,5,7,7,ER,ER,0.5542857142857143,0.27714285714285714,11.14,3.7,11.14,3.7,1.5914285714285714,0.5285714285714286,1.5914285714285714,0.5285714285714286,1.5914285714285714,0.5285714285714286
dag_5_nodes_7_edges_degrees_ER,BOSS,1.99,0.95,3.42,2.06,0.14,0.27,0.39,0.27,0.22,0.41,0.83,0.29,0.39,0.27,0.62,0.2,4.34,1.99,11.9,3.54,npy,dag,5,7,7,ER,ER,0.62,0.2842857142857143,11.9,3.54,11.9,3.54,1.7,0.5057142857142857,1.7,0.5057142857142857,1.7,0.5057142857142857
dag_5_nodes_7_edges_degrees_SF,GRaSP,1.07,0.45,1.28,0.97,0.02,0.14,0.31,0.25,0.01,0.05,0.97,0.18,0.31,0.25,0.67,0.0,2.78,1.02,4.54,1.99,npy,dag,5,7,4,SF,SF,0.695,0.255,4.54,1.99,4.54,1.99,1.135,0.4975,1.135,0.4975,1.135,0.4975
dag_5_nodes_7_edges_degrees_SF,BOSS,1.25,0.56,1.34,0.98,0.02,0.14,0.32,0.24,0.01,0.07,0.97,0.17,0.32,0.24,0.67,0.0,2.74,1.01,4.5,2.06,npy,dag,5,7,4,SF,SF,0.685,0.2525,4.5,2.06,4.5,2.06,1.125,0.515,1.125,0.515,1.125,0.515
dag_5_nodes_7_edges_degrees_random,GRaSP,1.12,0.56,1.78,2.61,0.13,0.24,0.15,0.25,0.23,0.42,0.61,0.27,0.15,0.25,0.54,0.2,5.92,1.77,14.92,2.95,npy,dag,5,7,7,random,LT,0.8457142857142858,0.25285714285714284,14.92,2.95,14.92,2.95,2.1314285714285712,0.42142857142857143,2.1314285714285712,0.42142857142857143,2.1314285714285712,0.42142857142857143
dag_5_nodes_7_edges_degrees_random,BOSS,1.35,0.52,1.08,2.22,0.12,0.27,0.06,0.16,0.21,0.47,0.38,0.27,0.06,0.16,0.38,0.24,6.56,1.15,16.0,1.86,npy,dag,5,7,7,random,LT,0.937142857142857,0.16428571428571428,16.0,1.86,16.0,1.86,2.2857142857142856,0.26571428571428574,2.2857142857142856,0.26571428571428574,2.2857142857142856,0.26571428571428574
dag_5_nodes_7_edges_none_ER,GRaSP,1.57,0.87,2.54,1.81,0.28,0.34,0.22,0.2,0.33,0.39,0.6,0.34,0.22,0.2,0.46,0.18,5.46,1.43,13.78,3.36,npy,dag,5,7,7,ER,ER,0.78,0.20428571428571426,13.78,3.36,13.78,3.36,1.9685714285714284,0.48,1.9685714285714284,0.48,1.9685714285714284,0.48
dag_5_nodes_7_edges_none_ER,BOSS,1.86,0.98,2.28,1.91,0.3,0.33,0.16,0.16,0.38,0.42,0.52,0.29,0.16,0.16,0.38,0.13,5.86,1.13,14.2,2.66,npy,dag,5,7,7,ER,ER,0.8371428571428572,0.16142857142857142,14.2,2.66,14.2,2.66,2.0285714285714285,0.38,2.0285714285714285,0.38,2.0285714285714285,0.38
dag_5_nodes_7_edges_none_SF,GRaSP,0.8,0.57,2.16,1.36,0.15,0.33,0.42,0.31,0.08,0.18,0.81,0.36,0.42,0.31,0.73,0.13,2.6,1.53,3.3,2.29,npy,dag,5,7,4,SF,SF,0.65,0.3825,3.3,2.29,3.3,2.29,0.825,0.5725,0.825,0.5725,0.825,0.5725
dag_5_nodes_7_edges_none_SF,BOSS,0.96,0.58,2.34,1.3,0.17,0.36,0.44,0.32,0.09,0.2,0.79,0.39,0.44,0.32,0.77,0.13,2.5,1.68,3.16,2.61,npy,dag,5,7,4,SF,SF,0.625,0.42,3.16,2.61,3.16,2.61,0.79,0.6525,0.79,0.6525,0.79,0.6525
dag_5_nodes_7_edges_none_random,GRaSP,0.79,0.3,4.22,1.58,0.28,0.36,0.43,0.28,0.41,0.53,0.7,0.37,0.43,0.28,0.59,0.26,4.12,2.04,12.4,4.31,npy,dag,5,7,7,random,LT,0.5885714285714286,0.2914285714285714,12.4,4.31,12.4,4.31,1.7714285714285716,0.6157142857142857,1.7714285714285716,0.6157142857142857,1.7714285714285716,0.6157142857142857
dag_5_nodes_7_edges_none_random,BOSS,0.9,0.34,4.48,1.07,0.07,0.22,0.6,0.2,0.09,0.26,0.92,0.22,0.6,0.2,0.75,0.17,2.86,1.55,9.5,2.82,npy,dag,5,7,7,random,LT,0.40857142857142853,0.22142857142857145,9.5,2.82,9.5,2.82,1.3571428571428572,0.40285714285714286,1.3571428571428572,0.40285714285714286,1.3571428571428572,0.40285714285714286
dag_5_nodes_7_edges_semantics_ER,GRaSP,0.77,0.31,4.74,1.85,0.35,0.37,0.43,0.31,0.57,0.59,0.61,0.37,0.43,0.31,0.62,0.25,4.34,2.39,9.22,5.43,npy,dag,5,7,7,ER,ER,0.62,0.34142857142857147,9.22,5.43,9.22,5.43,1.3171428571428572,0.7757142857142857,1.3171428571428572,0.7757142857142857,1.3171428571428572,0.7757142857142857
dag_5_nodes_7_edges_semantics_ER,BOSS,0.92,0.3,4.6,1.76,0.37,0.38,0.41,0.31,0.58,0.62,0.6,0.38,0.41,0.31,0.63,0.23,4.38,2.34,9.6,5.47,npy,dag,5,7,7,ER,ER,0.6257142857142857,0.33428571428571424,9.6,5.47,9.6,5.47,1.3714285714285714,0.7814285714285714,1.3714285714285714,0.7814285714285714,1.3714285714285714,0.7814285714285714
dag_5_nodes_7_edges_semantics_SF,GRaSP,1.12,0.5,1.4,0.93,0.02,0.14,0.34,0.24,0.01,0.05,0.97,0.17,0.34,0.24,0.67,0.0,2.66,0.98,3.3,1.92,npy,dag,5,7,4,SF,SF,0.665,0.245,3.3,1.92,3.3,1.92,0.825,0.48,0.825,0.48,0.825,0.48
dag_5_nodes_7_edges_semantics_SF,BOSS,1.3,0.61,1.56,0.84,0.0,0.0,0.39,0.21,0.0,0.0,1.0,0.0,0.39,0.21,0.67,0.0,2.44,0.84,2.88,1.67,npy,dag,5,7,4,SF,SF,0.61,0.21,2.88,1.67,2.88,1.67,0.72,0.4175,0.72,0.4175,0.72,0.4175
dag_5_nodes_7_edges_semantics_random,GRaSP,1.15,0.51,2.98,2.82,0.22,0.28,0.26,0.28,0.39,0.47,0.6,0.27,0.26,0.28,0.56,0.18,5.18,1.96,14.1,3.63,npy,dag,5,7,7,random,LT,0.74,0.27999999999999997,14.1,3.63,14.1,3.63,2.0142857142857142,0.5185714285714286,2.0142857142857142,0.5185714285714286,2.0142857142857142,0.5185714285714286
dag_5_nodes_7_edges_semantics_random,BOSS,1.32,0.54,1.92,2.73,0.11,0.2,0.18,0.28,0.21,0.4,0.68,0.23,0.18,0.28,0.6,0.2,5.72,1.94,14.4,3.35,npy,dag,5,7,7,random,LT,0.8171428571428571,0.27714285714285714,14.4,3.35,14.4,3.35,2.0571428571428574,0.4785714285714286,2.0571428571428574,0.4785714285714286,2.0571428571428574,0.4785714285714286
dag_10_nodes_10_edges_degrees_ER,MPC,0.02,0.0,5.4,0.53,0.12,0.11,0.48,0.11,0.02,0.02,0.88,0.11,0.48,0.11,0.62,0.12,5.2,1.07,17.86,4.37,npy,dag,10,10,10,ER,ER,0.52,0.10700000000000001,17.86,4.37,17.86,4.37,1.786,0.437,1.786,0.437,1.786,0.437
dag_10_nodes_10_edges_degrees_ER,MPC-LLM,0.02,0.0,6.44,0.64,0.11,0.09,0.58,0.11,0.02,0.02,0.89,0.09,0.58,0.11,0.7,0.11,4.22,1.06,15.88,4.35,npy,dag,10,10,10,ER,ER,0.422,0.10600000000000001,15.88,4.35,15.88,4.35,1.588,0.43499999999999994,1.588,0.43499999999999994,1.588,0.43499999999999994
dag_10_nodes_10_edges_degrees_SF,MPC,0.02,0.0,5.38,0.53,0.01,0.06,0.59,0.06,0.0,0.01,0.99,0.06,0.59,0.06,0.74,0.05,3.74,0.6,4.02,1.81,npy,dag,10,10,9,SF,SF,0.41555555555555557,0.06666666666666667,4.02,1.81,4.02,1.81,0.4466666666666666,0.20111111111111113,0.4466666666666666,0.20111111111111113,0.4466666666666666,0.20111111111111113
dag_10_nodes_10_edges_degrees_SF,MPC-LLM,0.02,0.0,5.44,0.64,0.02,0.07,0.59,0.06,0.0,0.01,0.98,0.07,0.59,0.06,0.73,0.05,3.78,0.62,4.06,1.81,npy,dag,10,10,9,SF,SF,0.42,0.06888888888888889,4.06,1.81,4.06,1.81,0.4511111111111111,0.20111111111111113,0.4511111111111111,0.20111111111111113,0.4511111111111111,0.20111111111111113
dag_10_nodes_10_edges_degrees_random,MPC,0.01,0.0,3.1,1.33,0.05,0.13,0.29,0.12,0.01,0.02,0.95,0.13,0.29,0.12,0.43,0.13,7.18,1.19,19.36,3.07,npy,dag,10,10,10,random,LT,0.718,0.119,19.36,3.07,19.36,3.07,1.936,0.307,1.936,0.307,1.936,0.307
dag_10_nodes_10_edges_degrees_random,MPC-LLM,0.01,0.0,3.9,1.16,0.05,0.12,0.36,0.09,0.01,0.02,0.95,0.12,0.36,0.09,0.52,0.09,6.46,0.99,17.84,2.49,npy,dag,10,10,10,random,LT,0.646,0.099,17.84,2.49,17.84,2.49,1.784,0.24900000000000003,1.784,0.24900000000000003,1.784,0.24900000000000003
dag_10_nodes_10_edges_none_ER,MPC,0.03,0.0,5.36,0.88,0.02,0.06,0.52,0.04,0.01,0.02,0.98,0.06,0.52,0.04,0.67,0.02,4.82,0.44,32.28,1.75,npy,dag,10,10,10,ER,ER,0.48200000000000004,0.044,32.28,1.75,32.28,1.75,3.228,0.175,3.228,0.175,3.228,0.175
dag_10_nodes_10_edges_none_ER,MPC-LLM,0.03,0.0,7.8936170212765955,0.63,0.26,0.03,0.59,0.06,0.11,0.01,0.74,0.03,0.59,0.06,0.65,0.05,4.13,0.61,25.0,4.55,npy,dag,10,10,10,ER,ER,0.413,0.061,25.0,4.55,25.0,4.55,2.5,0.45499999999999996,2.5,0.45499999999999996,2.5,0.45499999999999996
dag_10_nodes_10_edges_none_SF,MPC,0.01,0.01,3.06,1.61,0.05,0.14,0.32,0.17,0.01,0.02,0.94,0.15,0.32,0.17,0.54,0.11,6.2,1.55,9.32,4.0,npy,dag,10,10,9,SF,SF,0.6888888888888889,0.17222222222222222,9.32,4.0,9.32,4.0,1.0355555555555556,0.4444444444444444,1.0355555555555556,0.4444444444444444,1.0355555555555556,0.4444444444444444
dag_10_nodes_10_edges_none_SF,MPC-LLM,0.01,0.0,3.4,0.88,0.12,0.2,0.34,0.13,0.01,0.02,0.88,0.2,0.34,0.13,0.49,0.16,5.96,1.21,10.18,5.44,npy,dag,10,10,9,SF,SF,0.6622222222222223,0.13444444444444445,10.18,5.44,10.18,5.44,1.1311111111111112,0.6044444444444445,1.1311111111111112,0.6044444444444445,1.1311111111111112,0.6044444444444445
