dataset,model,elapsed_mean,elapsed_std,nnz_mean,nnz_std,fdr_mean,fdr_std,tpr_mean,tpr_std,fpr_mean,fpr_std,precision_mean,precision_std,recall_mean,recall_std,F1_mean,F1_std,shd_mean,shd_std,SID_low_mean,SID_low_std,SID_high_mean,SID_high_std,source_kind,graph_kind,n_nodes,filename_n_edges,n_edges,graph_type,graph_type_label,NSHD_mean,NSHD_std,SID_mean,SID_std,NSID_mean,NSID_std,NSID_low_mean,NSID_low_std,NSID_high_mean,NSID_high_std
dag_15_nodes_15_edges_none_random,GRaSP,13.87,4.2,13.22,1.52,0.04,0.07,0.85,0.1,0.01,0.01,0.47,0.07,0.41,0.06,0.44,0.06,12.06,1.24,16.96,18.47,122.3,10.93,npy,cpdag,15,15,15,random,LT,0.804,0.08266666666666667,122.3,10.93,8.153333333333332,0.7286666666666667,1.1306666666666667,1.2313333333333332,8.153333333333332,0.7286666666666667
dag_15_nodes_15_edges_none_random,BOSS,17.61,4.39,14.42,1.68,0.08,0.07,0.88,0.08,0.01,0.01,0.45,0.06,0.42,0.05,0.43,0.05,12.64,1.03,10.66,14.07,125.98,7.62,npy,cpdag,15,15,15,random,LT,0.8426666666666667,0.06866666666666667,125.98,7.62,8.398666666666667,0.508,0.7106666666666667,0.9380000000000001,8.398666666666667,0.508
dag_15_nodes_15_edges_semantics_ER,GRaSP,16.0,6.22,12.0,2.09,0.05,0.08,0.76,0.13,0.01,0.01,0.59,0.08,0.47,0.09,0.52,0.08,11.94,1.19,19.3,14.29,71.64,12.52,npy,cpdag,15,15,15,ER,ER,0.7959999999999999,0.07933333333333333,71.64,12.52,4.776,0.8346666666666667,1.2866666666666666,0.9526666666666667,4.776,0.8346666666666667
dag_15_nodes_15_edges_semantics_ER,BOSS,19.63,7.52,12.22,2.01,0.03,0.06,0.79,0.13,0.0,0.01,0.59,0.06,0.48,0.08,0.52,0.07,11.76,0.89,18.12,15.58,74.12,12.6,npy,cpdag,15,15,15,ER,ER,0.784,0.059333333333333335,74.12,12.6,4.941333333333334,0.84,1.208,1.0386666666666666,4.941333333333334,0.84
dag_15_nodes_15_edges_semantics_SF,GRaSP,8.7,2.58,9.22,2.53,0.04,0.09,0.62,0.13,0.01,0.02,0.47,0.11,0.3,0.06,0.36,0.06,11.86,1.64,28.92,12.41,75.7,18.42,npy,cpdag,15,15,14,SF,SF,0.8471428571428571,0.11714285714285713,75.7,18.42,5.4071428571428575,1.3157142857142858,2.065714285714286,0.8864285714285715,5.4071428571428575,1.3157142857142858
dag_15_nodes_15_edges_semantics_SF,BOSS,10.65,3.56,9.82,2.28,0.06,0.07,0.66,0.14,0.01,0.01,0.44,0.1,0.3,0.06,0.35,0.06,11.88,0.98,23.64,12.82,79.1,20.97,npy,cpdag,15,15,14,SF,SF,0.8485714285714286,0.06999999999999999,79.1,20.97,5.6499999999999995,1.4978571428571428,1.6885714285714286,0.9157142857142857,5.6499999999999995,1.4978571428571428
dag_15_nodes_15_edges_semantics_random,GRaSP,10.8,3.53,13.16,1.65,0.06,0.08,0.82,0.09,0.01,0.01,0.7,0.09,0.61,0.08,0.65,0.07,14.96,1.19,14.3,16.66,149.46,12.48,npy,cpdag,15,15,15,random,LT,0.9973333333333334,0.07933333333333333,149.46,12.48,9.964,0.8320000000000001,0.9533333333333334,1.1106666666666667,9.964,0.8320000000000001
dag_15_nodes_15_edges_semantics_random,BOSS,14.9,4.02,14.2,1.77,0.1,0.09,0.85,0.07,0.02,0.02,0.69,0.11,0.65,0.07,0.67,0.08,15.56,1.45,11.8,12.24,155.38,9.64,npy,cpdag,15,15,15,random,LT,1.0373333333333334,0.09666666666666666,155.38,9.64,10.358666666666666,0.6426666666666667,0.7866666666666667,0.8160000000000001,10.358666666666666,0.6426666666666667
dag_15_nodes_22_edges_degrees_ER,GRaSP,19.84,9.45,15.08,2.83,0.04,0.05,0.66,0.12,0.01,0.01,0.39,0.08,0.26,0.05,0.31,0.05,18.88,1.08,29.46,11.44,160.16,10.6,npy,cpdag,15,22,22,ER,ER,0.8581818181818182,0.049090909090909095,160.16,10.6,7.28,0.4818181818181818,1.339090909090909,0.52,7.28,0.4818181818181818
dag_15_nodes_22_edges_degrees_ER,BOSS,30.86,16.39,16.2,3.12,0.06,0.06,0.69,0.13,0.01,0.01,0.37,0.08,0.27,0.04,0.31,0.05,19.32,1.39,26.84,11.45,162.16,10.74,npy,cpdag,15,22,22,ER,ER,0.8781818181818182,0.06318181818181817,162.16,10.74,7.370909090909091,0.4881818181818182,1.22,0.5204545454545454,7.370909090909091,0.4881818181818182
dag_15_nodes_22_edges_degrees_SF,GRaSP,6.75,3.17,11.0,2.5,0.1,0.13,0.7,0.15,0.01,0.02,0.29,0.1,0.22,0.07,0.25,0.07,14.2,1.84,24.52,24.58,102.74,21.81,npy,cpdag,15,22,14,SF,SF,1.0142857142857142,0.13142857142857142,102.74,21.81,7.338571428571428,1.5578571428571428,1.7514285714285713,1.7557142857142856,7.338571428571428,1.5578571428571428
dag_15_nodes_22_edges_degrees_SF,BOSS,10.29,4.84,11.84,2.56,0.06,0.11,0.79,0.15,0.01,0.02,0.31,0.11,0.25,0.06,0.28,0.07,13.8,1.69,16.08,21.78,113.12,22.7,npy,cpdag,15,22,14,SF,SF,0.9857142857142858,0.1207142857142857,113.12,22.7,8.08,1.6214285714285714,1.1485714285714284,1.5557142857142858,8.08,1.6214285714285714
dag_15_nodes_22_edges_degrees_random,GRaSP,14.6,6.2,18.14,2.05,0.03,0.04,0.8,0.09,0.01,0.01,0.44,0.05,0.36,0.07,0.4,0.06,19.16,1.02,23.12,11.4,178.06,8.24,npy,cpdag,15,22,22,random,LT,0.870909090909091,0.046363636363636364,178.06,8.24,8.093636363636364,0.37454545454545457,1.050909090909091,0.5181818181818182,8.093636363636364,0.37454545454545457
dag_15_nodes_22_edges_degrees_random,BOSS,21.85,10.37,19.0,1.99,0.02,0.04,0.84,0.09,0.01,0.01,0.45,0.05,0.39,0.07,0.42,0.06,19.1,1.13,18.28,10.63,182.6,8.47,npy,cpdag,15,22,22,random,LT,0.8681818181818183,0.05136363636363636,182.6,8.47,8.299999999999999,0.385,0.8309090909090909,0.4831818181818182,8.299999999999999,0.385
dag_15_nodes_22_edges_none_ER,GRaSP,15.58,6.65,14.0,2.42,0.05,0.07,0.6,0.1,0.01,0.01,0.44,0.06,0.28,0.05,0.34,0.05,20.28,1.39,29.48,10.13,134.26,12.88,npy,cpdag,15,22,22,ER,ER,0.9218181818181819,0.06318181818181817,134.26,12.88,6.102727272727273,0.5854545454545454,1.34,0.4604545454545455,6.102727272727273,0.5854545454545454
dag_15_nodes_22_edges_none_ER,BOSS,23.32,8.61,15.12,2.23,0.07,0.08,0.64,0.11,0.01,0.01,0.42,0.06,0.29,0.05,0.34,0.05,20.66,1.41,26.44,7.35,138.9,13.45,npy,cpdag,15,22,22,ER,ER,0.9390909090909091,0.06409090909090909,138.9,13.45,6.3136363636363635,0.6113636363636363,1.201818181818182,0.33409090909090905,6.3136363636363635,0.6113636363636363
dag_15_nodes_22_edges_none_SF,GRaSP,17.07,7.76,11.96,2.14,0.03,0.07,0.82,0.12,0.0,0.01,0.73,0.09,0.62,0.08,0.66,0.06,8.54,1.28,14.5,13.79,86.54,18.1,npy,cpdag,15,22,14,SF,SF,0.61,0.09142857142857143,86.54,18.1,6.1814285714285715,1.292857142857143,1.0357142857142858,0.985,6.1814285714285715,1.292857142857143
dag_15_nodes_22_edges_none_SF,BOSS,21.53,8.24,12.12,1.81,0.02,0.04,0.85,0.13,0.0,0.01,0.73,0.06,0.63,0.08,0.67,0.05,8.32,0.59,12.2,13.15,88.84,19.74,npy,cpdag,15,22,14,SF,SF,0.5942857142857143,0.04214285714285714,88.84,19.74,6.345714285714286,1.41,0.8714285714285713,0.9392857142857143,6.345714285714286,1.41
dag_15_nodes_22_edges_none_random,GRaSP,9.59,4.01,14.02,2.24,0.08,0.09,0.58,0.09,0.02,0.02,0.44,0.09,0.28,0.07,0.34,0.07,19.68,1.57,30.08,10.99,145.36,13.83,npy,cpdag,15,22,22,random,LT,0.8945454545454545,0.07136363636363637,145.36,13.83,6.607272727272728,0.6286363636363637,1.3672727272727272,0.49954545454545457,6.607272727272728,0.6286363636363637
dag_15_nodes_22_edges_none_random,BOSS,13.57,5.95,14.68,1.96,0.05,0.06,0.64,0.08,0.01,0.01,0.45,0.08,0.3,0.07,0.36,0.07,19.08,0.97,24.54,9.03,152.0,12.35,npy,cpdag,15,22,22,random,LT,0.8672727272727272,0.04409090909090909,152.0,12.35,6.909090909090909,0.5613636363636364,1.1154545454545455,0.4104545454545454,6.909090909090909,0.5613636363636364
dag_15_nodes_22_edges_semantics_ER,GRaSP,27.9,10.27,18.14,1.84,0.03,0.06,0.8,0.08,0.01,0.01,0.63,0.06,0.52,0.07,0.56,0.06,16.58,1.72,26.3,11.91,183.58,6.52,npy,cpdag,15,22,22,ER,ER,0.7536363636363635,0.07818181818181819,183.58,6.52,8.344545454545456,0.29636363636363633,1.1954545454545455,0.5413636363636364,8.344545454545456,0.29636363636363633
dag_15_nodes_22_edges_semantics_ER,BOSS,36.06,13.53,18.84,1.71,0.04,0.05,0.82,0.09,0.01,0.01,0.61,0.06,0.53,0.08,0.57,0.07,16.72,1.64,24.18,11.48,184.28,5.9,npy,cpdag,15,22,22,ER,ER,0.7599999999999999,0.07454545454545454,184.28,5.9,8.376363636363637,0.2681818181818182,1.0990909090909091,0.5218181818181818,8.376363636363637,0.2681818181818182
dag_15_nodes_22_edges_semantics_SF,GRaSP,15.8,6.64,11.66,1.99,0.03,0.07,0.8,0.11,0.01,0.01,0.28,0.08,0.24,0.09,0.26,0.08,8.58,1.2,18.66,14.99,82.52,17.0,npy,cpdag,15,22,14,SF,SF,0.6128571428571429,0.08571428571428572,82.52,17.0,5.894285714285714,1.2142857142857142,1.332857142857143,1.0707142857142857,5.894285714285714,1.2142857142857142
dag_15_nodes_22_edges_semantics_SF,BOSS,18.69,8.33,12.4,2.08,0.06,0.05,0.83,0.13,0.01,0.01,0.28,0.07,0.26,0.1,0.27,0.08,8.88,0.77,13.4,13.43,85.58,20.45,npy,cpdag,15,22,14,SF,SF,0.6342857142857143,0.055,85.58,20.45,6.112857142857143,1.4607142857142856,0.9571428571428572,0.9592857142857143,6.112857142857143,1.4607142857142856
dag_15_nodes_22_edges_semantics_random,GRaSP,12.94,6.41,13.58,2.45,0.02,0.04,0.61,0.11,0.0,0.01,0.41,0.09,0.25,0.07,0.31,0.07,14.2,1.14,31.68,9.68,132.64,15.29,npy,cpdag,15,22,22,random,LT,0.6454545454545454,0.05181818181818181,132.64,15.29,6.029090909090908,0.695,1.44,0.44,6.029090909090908,0.695
dag_15_nodes_22_edges_semantics_random,BOSS,18.26,8.59,14.4,2.66,0.01,0.03,0.65,0.12,0.0,0.01,0.43,0.1,0.28,0.08,0.34,0.09,14.08,1.03,29.12,10.61,139.84,18.01,npy,cpdag,15,22,22,random,LT,0.64,0.04681818181818182,139.84,18.01,6.356363636363636,0.8186363636363637,1.3236363636363637,0.48227272727272724,6.356363636363636,0.8186363636363637
dag_5_nodes_5_edges_degrees_ER,GRaSP,1.55,0.68,4.74,0.6,0.0,0.0,0.95,0.12,0.0,0.0,0.78,0.04,0.75,0.12,0.76,0.09,2.04,0.2,0.76,1.89,19.1,2.06,npy,cpdag,5,5,5,ER,ER,0.40800000000000003,0.04,19.1,2.06,3.8200000000000003,0.41200000000000003,0.152,0.378,3.8200000000000003,0.41200000000000003
dag_5_nodes_5_edges_degrees_ER,BOSS,1.63,0.69,4.76,0.59,0.0,0.0,0.95,0.12,0.0,0.0,0.79,0.04,0.75,0.12,0.77,0.09,2.02,0.14,0.58,1.47,19.2,1.98,npy,cpdag,5,5,5,ER,ER,0.404,0.028000000000000004,19.2,1.98,3.84,0.396,0.11599999999999999,0.294,3.84,0.396
dag_5_nodes_5_edges_degrees_SF,GRaSP,1.2,0.36,2.8,0.99,0.0,0.0,0.7,0.25,0.0,0.0,0.74,0.17,0.52,0.2,0.6,0.16,1.2,0.99,3.24,2.66,17.24,2.86,npy,cpdag,5,5,4,SF,SF,0.3,0.2475,17.24,2.86,4.31,0.715,0.81,0.665,4.31,0.715
dag_5_nodes_5_edges_degrees_SF,BOSS,1.14,0.31,2.8,0.99,0.0,0.0,0.7,0.25,0.0,0.0,0.74,0.17,0.52,0.2,0.6,0.16,1.2,0.99,3.24,2.66,17.24,2.86,npy,cpdag,5,5,4,SF,SF,0.3,0.2475,17.24,2.86,4.31,0.715,0.81,0.665,4.31,0.715
dag_5_nodes_5_edges_degrees_random,GRaSP,1.13,0.49,4.16,1.0,0.02,0.05,0.82,0.19,0.02,0.05,0.21,0.1,0.17,0.07,0.22,0.02,2.74,0.78,6.8,2.36,18.26,1.29,npy,cpdag,5,5,5,random,LT,0.548,0.156,18.26,1.29,3.652,0.258,1.3599999999999999,0.472,3.652,0.258
dag_5_nodes_5_edges_degrees_random,BOSS,1.47,0.54,4.42,0.93,0.02,0.07,0.86,0.19,0.02,0.06,0.21,0.09,0.18,0.06,0.21,0.02,2.6,0.83,6.52,2.31,18.46,1.16,npy,cpdag,5,5,5,random,LT,0.52,0.16599999999999998,18.46,1.16,3.692,0.23199999999999998,1.3039999999999998,0.462,3.692,0.23199999999999998
dag_5_nodes_5_edges_none_ER,GRaSP,0.74,0.34,4.58,0.78,0.02,0.07,0.89,0.14,0.02,0.08,0.2,0.08,0.18,0.06,0.21,0.02,4.14,0.4,2.78,3.7,17.9,2.49,npy,cpdag,5,5,5,ER,ER,0.828,0.08,17.9,2.49,3.5799999999999996,0.49800000000000005,0.5559999999999999,0.74,3.5799999999999996,0.49800000000000005
dag_5_nodes_5_edges_none_ER,BOSS,0.93,0.39,4.82,0.63,0.05,0.1,0.91,0.12,0.05,0.11,0.2,0.06,0.19,0.05,0.2,0.01,4.28,0.54,2.1,3.35,18.3,2.33,npy,cpdag,5,5,5,ER,ER,0.8560000000000001,0.10800000000000001,18.3,2.33,3.66,0.466,0.42000000000000004,0.67,3.66,0.466
dag_5_nodes_5_edges_none_SF,GRaSP,0.74,0.44,3.62,0.97,0.07,0.14,0.82,0.18,0.05,0.12,0.47,0.15,0.42,0.12,0.43,0.11,3.32,0.71,6.82,2.71,15.12,2.58,npy,cpdag,5,5,4,SF,SF,0.83,0.1775,15.12,2.58,3.78,0.645,1.705,0.6775,3.78,0.645
dag_5_nodes_5_edges_none_SF,BOSS,1.04,0.65,3.74,0.78,0.05,0.11,0.88,0.18,0.03,0.08,0.49,0.12,0.45,0.1,0.46,0.09,3.2,0.49,8.0,2.72,16.16,2.72,npy,cpdag,5,5,4,SF,SF,0.8,0.1225,16.16,2.72,4.04,0.68,2.0,0.68,4.04,0.68
dag_5_nodes_5_edges_none_random,GRaSP,1.35,0.53,4.5,0.79,0.0,0.03,0.9,0.16,0.0,0.03,0.44,0.1,0.38,0.05,0.41,0.06,2.1,0.36,1.44,2.45,19.7,0.86,npy,cpdag,5,5,5,random,LT,0.42000000000000004,0.072,19.7,0.86,3.94,0.172,0.288,0.49000000000000005,3.94,0.172
dag_5_nodes_5_edges_none_random,BOSS,1.58,0.65,4.48,0.79,0.01,0.04,0.89,0.16,0.01,0.04,0.43,0.11,0.38,0.07,0.4,0.07,2.16,0.47,1.76,2.87,19.74,0.83,npy,cpdag,5,5,5,random,LT,0.43200000000000005,0.094,19.74,0.83,3.9479999999999995,0.16599999999999998,0.352,0.5740000000000001,3.9479999999999995,0.16599999999999998
dag_5_nodes_5_edges_semantics_ER,GRaSP,1.07,0.63,4.6,0.7,0.03,0.08,0.89,0.12,0.03,0.08,0.76,0.09,0.7,0.12,0.72,0.1,3.34,0.59,5.08,2.07,14.14,1.6,npy,cpdag,5,5,5,ER,ER,0.6679999999999999,0.118,14.14,1.6,2.8280000000000003,0.32,1.016,0.414,2.8280000000000003,0.32
dag_5_nodes_5_edges_semantics_ER,BOSS,1.25,0.73,4.56,0.58,0.02,0.06,0.89,0.12,0.02,0.06,0.77,0.07,0.7,0.12,0.73,0.09,3.3,0.58,5.48,1.97,14.22,1.5,npy,cpdag,5,5,5,ER,ER,0.6599999999999999,0.11599999999999999,14.22,1.5,2.8440000000000003,0.3,1.096,0.394,2.8440000000000003,0.3
dag_5_nodes_5_edges_semantics_SF,GRaSP,1.15,0.53,3.34,0.69,0.02,0.07,0.82,0.18,0.01,0.04,0.27,0.11,0.22,0.08,0.27,0.02,2.36,0.56,4.28,1.91,15.68,2.23,npy,cpdag,5,5,4,SF,SF,0.59,0.14,15.68,2.23,3.92,0.5575,1.07,0.4775,3.92,0.5575
dag_5_nodes_5_edges_semantics_SF,BOSS,1.34,0.62,3.38,0.67,0.01,0.05,0.84,0.17,0.0,0.02,0.27,0.09,0.23,0.07,0.27,0.02,2.32,0.55,4.56,1.75,15.96,2.16,npy,cpdag,5,5,4,SF,SF,0.58,0.1375,15.96,2.16,3.99,0.54,1.14,0.4375,3.99,0.54
dag_5_nodes_5_edges_semantics_random,GRaSP,0.92,0.4,4.58,0.97,0.05,0.11,0.86,0.18,0.06,0.11,0.8,0.14,0.72,0.14,0.74,0.12,3.36,0.66,2.0,2.8,17.12,2.39,npy,cpdag,5,5,5,random,LT,0.6719999999999999,0.132,17.12,2.39,3.4240000000000004,0.47800000000000004,0.4,0.5599999999999999,3.4240000000000004,0.47800000000000004
dag_5_nodes_5_edges_semantics_random,BOSS,1.07,0.52,4.6,0.86,0.02,0.06,0.9,0.15,0.02,0.07,0.79,0.11,0.72,0.13,0.75,0.1,3.18,0.39,2.06,3.33,17.88,1.96,npy,cpdag,5,5,5,random,LT,0.636,0.078,17.88,1.96,3.5759999999999996,0.392,0.41200000000000003,0.666,3.5759999999999996,0.392
dag_5_nodes_7_edges_degrees_ER,GRaSP,1.47,0.83,6.2,0.99,0.03,0.07,0.86,0.16,0.07,0.13,0.27,0.09,0.24,0.08,0.26,0.06,4.76,0.87,2.74,3.02,19.12,1.59,npy,cpdag,5,7,7,ER,ER,0.6799999999999999,0.12428571428571429,19.12,1.59,2.7314285714285718,0.22714285714285715,0.39142857142857146,0.43142857142857144,2.7314285714285718,0.22714285714285715
dag_5_nodes_7_edges_degrees_ER,BOSS,1.99,0.95,6.36,1.06,0.04,0.07,0.87,0.14,0.09,0.15,0.25,0.07,0.23,0.08,0.25,0.06,4.82,0.75,2.72,3.12,18.92,1.61,npy,cpdag,5,7,7,ER,ER,0.6885714285714286,0.10714285714285714,18.92,1.61,2.7028571428571433,0.23,0.3885714285714286,0.44571428571428573,2.7028571428571433,0.23
dag_5_nodes_7_edges_degrees_SF,GRaSP,1.07,0.45,3.54,0.58,0.01,0.05,0.88,0.15,0.0,0.02,0.21,0.13,0.19,0.11,0.26,0.02,2.26,0.49,4.64,1.48,16.48,1.92,npy,cpdag,5,7,4,SF,SF,0.565,0.1225,16.48,1.92,4.12,0.48,1.16,0.37,4.12,0.48
dag_5_nodes_7_edges_degrees_SF,BOSS,1.25,0.56,3.56,0.58,0.01,0.06,0.88,0.15,0.01,0.03,0.21,0.13,0.19,0.11,0.26,0.02,2.28,0.5,4.7,1.45,16.46,1.99,npy,cpdag,5,7,4,SF,SF,0.57,0.125,16.46,1.99,4.115,0.4975,1.175,0.3625,4.115,0.4975
dag_5_nodes_7_edges_degrees_random,GRaSP,1.12,0.56,6.2,0.73,0.0,0.04,0.88,0.11,0.01,0.05,0.16,0.02,0.14,0.0,0.15,0.01,0.84,0.89,1.94,1.81,19.22,0.62,npy,cpdag,5,7,7,random,LT,0.12,0.12714285714285714,19.22,0.62,2.7457142857142856,0.08857142857142856,0.27714285714285714,0.25857142857142856,2.7457142857142856,0.08857142857142856
dag_5_nodes_7_edges_degrees_random,BOSS,1.35,0.52,6.38,0.64,0.0,0.0,0.91,0.09,0.0,0.0,0.16,0.02,0.14,0.0,0.15,0.01,0.62,0.64,1.6,1.6,19.18,0.6,npy,cpdag,5,7,7,random,LT,0.08857142857142856,0.09142857142857143,19.18,0.6,2.7399999999999998,0.08571428571428572,0.2285714285714286,0.2285714285714286,2.7399999999999998,0.08571428571428572
dag_5_nodes_7_edges_none_ER,GRaSP,1.57,0.87,5.3,1.2,0.0,0.02,0.75,0.17,0.01,0.05,0.19,0.14,0.13,0.05,0.16,0.02,1.74,1.17,4.44,2.63,16.86,1.09,npy,cpdag,5,7,7,ER,ER,0.24857142857142858,0.16714285714285712,16.86,1.09,2.4085714285714284,0.15571428571428572,0.6342857142857143,0.3757142857142857,2.4085714285714284,0.15571428571428572
dag_5_nodes_7_edges_none_ER,BOSS,1.86,0.98,5.48,1.16,0.0,0.02,0.78,0.16,0.01,0.05,0.18,0.14,0.13,0.04,0.16,0.02,1.56,1.15,3.74,2.76,16.8,1.09,npy,cpdag,5,7,7,ER,ER,0.22285714285714286,0.16428571428571428,16.8,1.09,2.4,0.15571428571428572,0.5342857142857144,0.39428571428571424,2.4,0.15571428571428572
dag_5_nodes_7_edges_none_SF,GRaSP,0.8,0.57,3.48,1.01,0.06,0.14,0.8,0.21,0.05,0.11,0.62,0.19,0.56,0.21,0.62,0.13,3.32,0.79,6.76,2.78,14.84,3.06,npy,cpdag,5,7,4,SF,SF,0.83,0.1975,14.84,3.06,3.71,0.765,1.69,0.695,3.71,0.765
dag_5_nodes_7_edges_none_SF,BOSS,0.96,0.58,3.64,0.98,0.06,0.13,0.84,0.21,0.05,0.1,0.63,0.2,0.59,0.21,0.64,0.13,3.32,0.62,7.2,2.99,15.38,3.06,npy,cpdag,5,7,4,SF,SF,0.83,0.155,15.38,3.06,3.845,0.765,1.8,0.7475,3.845,0.765
dag_5_nodes_7_edges_none_random,GRaSP,0.79,0.3,6.2,1.07,0.03,0.06,0.85,0.14,0.07,0.14,0.7,0.11,0.62,0.12,0.65,0.1,3.06,0.93,4.92,2.66,18.96,0.97,npy,cpdag,5,7,7,random,LT,0.43714285714285717,0.13285714285714287,18.96,0.97,2.7085714285714286,0.13857142857142857,0.7028571428571428,0.38,2.7085714285714286,0.13857142857142857
dag_5_nodes_7_edges_none_random,BOSS,0.9,0.34,6.26,0.8,0.01,0.05,0.88,0.12,0.03,0.09,0.74,0.1,0.66,0.1,0.69,0.09,2.78,0.89,4.84,2.05,19.34,0.63,npy,cpdag,5,7,7,random,LT,0.39714285714285713,0.12714285714285714,19.34,0.63,2.762857142857143,0.09,0.6914285714285714,0.2928571428571428,2.762857142857143,0.09
dag_5_nodes_7_edges_semantics_ER,GRaSP,0.77,0.31,6.36,1.1,0.07,0.07,0.84,0.14,0.16,0.17,0.29,0.08,0.26,0.06,0.27,0.06,4.78,0.74,5.88,3.15,19.04,1.28,npy,cpdag,5,7,7,ER,ER,0.6828571428571429,0.10571428571428572,19.04,1.28,2.7199999999999998,0.18285714285714286,0.84,0.45,2.7199999999999998,0.18285714285714286
dag_5_nodes_7_edges_semantics_ER,BOSS,0.92,0.3,6.42,0.99,0.07,0.07,0.85,0.12,0.16,0.17,0.29,0.08,0.26,0.06,0.28,0.05,4.86,0.81,5.6,3.66,19.24,1.24,npy,cpdag,5,7,7,ER,ER,0.6942857142857143,0.11571428571428573,19.24,1.24,2.748571428571428,0.17714285714285713,0.7999999999999999,0.5228571428571429,2.748571428571428,0.17714285714285713
dag_5_nodes_7_edges_semantics_SF,GRaSP,1.12,0.5,3.58,0.7,0.01,0.05,0.89,0.18,0.0,0.02,0.71,0.08,0.64,0.18,0.67,0.14,2.04,0.28,6.46,2.43,14.7,2.16,npy,cpdag,5,7,4,SF,SF,0.51,0.07,14.7,2.16,3.675,0.54,1.615,0.6075,3.675,0.54
dag_5_nodes_7_edges_semantics_SF,BOSS,1.3,0.61,3.66,0.69,0.0,0.0,0.92,0.17,0.0,0.0,0.71,0.08,0.66,0.17,0.68,0.14,2.0,0.0,6.92,2.11,14.98,2.07,npy,cpdag,5,7,4,SF,SF,0.5,0.0,14.98,2.07,3.745,0.5175,1.73,0.5275,3.745,0.5175
dag_5_nodes_7_edges_semantics_random,GRaSP,1.15,0.51,6.02,0.91,0.0,0.0,0.86,0.13,0.0,0.0,0.42,0.1,0.36,0.09,0.38,0.09,0.98,0.91,2.64,2.72,19.1,1.18,npy,cpdag,5,7,7,random,LT,0.13999999999999999,0.13,19.1,1.18,2.7285714285714286,0.16857142857142857,0.37714285714285717,0.3885714285714286,2.7285714285714286,0.16857142857142857
dag_5_nodes_7_edges_semantics_random,BOSS,1.32,0.54,6.24,0.94,0.0,0.0,0.89,0.13,0.0,0.0,0.42,0.09,0.37,0.09,0.39,0.08,0.76,0.94,2.12,2.78,19.06,1.02,npy,cpdag,5,7,7,random,LT,0.10857142857142857,0.13428571428571429,19.06,1.02,2.722857142857143,0.1457142857142857,0.3028571428571429,0.39714285714285713,2.722857142857143,0.1457142857142857
dag_10_nodes_10_edges_degrees_ER,MPC,0.02,0.0,8.94,0.68,0.0,0.01,0.89,0.07,0.0,0.0,0.55,0.03,0.49,0.07,0.52,0.05,5.1,0.68,5.4,3.33,44.92,0.67,npy,cpdag,10,10,10,ER,ER,0.51,0.068,44.92,0.67,4.492,0.067,0.54,0.333,4.492,0.067
dag_10_nodes_10_edges_degrees_ER,MPC-LLM,0.02,0.0,8.94,0.68,0.0,0.01,0.89,0.07,0.0,0.0,0.55,0.03,0.49,0.07,0.52,0.05,5.1,0.68,5.4,3.33,44.92,0.67,npy,cpdag,10,10,10,ER,ER,0.51,0.068,44.92,0.67,4.492,0.067,0.54,0.333,4.492,0.067
dag_10_nodes_10_edges_degrees_SF,MPC,0.02,0.0,7.48,0.58,0.02,0.04,0.82,0.05,0.0,0.01,0.58,0.04,0.48,0.05,0.53,0.04,7.14,0.35,17.82,14.31,52.04,4.32,npy,cpdag,10,10,9,SF,SF,0.7933333333333333,0.03888888888888889,52.04,4.32,5.782222222222222,0.48000000000000004,1.98,1.59,5.782222222222222,0.48000000000000004
dag_10_nodes_10_edges_degrees_SF,MPC-LLM,0.02,0.0,7.48,0.58,0.02,0.04,0.82,0.05,0.0,0.01,0.58,0.04,0.48,0.05,0.53,0.04,7.14,0.35,17.82,14.31,52.04,4.32,npy,cpdag,10,10,9,SF,SF,0.7933333333333333,0.03888888888888889,52.04,4.32,5.782222222222222,0.48000000000000004,1.98,1.59,5.782222222222222,0.48000000000000004
dag_10_nodes_10_edges_degrees_random,MPC,0.01,0.0,6.46,0.89,0.02,0.05,0.63,0.09,0.0,0.01,0.63,0.08,0.41,0.08,0.5,0.08,8.7,0.61,25.34,3.4,54.26,3.31,npy,cpdag,10,10,10,random,LT,0.8699999999999999,0.061,54.26,3.31,5.426,0.331,2.534,0.33999999999999997,5.426,0.331
dag_10_nodes_10_edges_degrees_random,MPC-LLM,0.01,0.0,6.46,0.89,0.02,0.05,0.63,0.09,0.0,0.01,0.63,0.08,0.41,0.08,0.5,0.08,8.7,0.61,25.34,3.4,54.26,3.31,npy,cpdag,10,10,10,random,LT,0.8699999999999999,0.061,54.26,3.31,5.426,0.331,2.534,0.33999999999999997,5.426,0.331
dag_10_nodes_10_edges_none_ER,MPC,0.03,0.0,9.06,0.24,0.0,0.0,0.91,0.02,0.0,0.0,0.67,0.01,0.61,0.02,0.64,0.02,5.94,0.24,6.58,1.68,55.06,0.24,npy,cpdag,10,10,10,ER,ER,0.5940000000000001,0.024,55.06,0.24,5.506,0.024,0.658,0.16799999999999998,5.506,0.024
dag_10_nodes_10_edges_none_ER,MPC-LLM,0.03,0.0,9.06,0.24,0.0,0.0,0.91,0.02,0.0,0.0,0.67,0.01,0.61,0.02,0.64,0.02,5.94,0.24,6.58,1.68,55.06,0.24,npy,cpdag,10,10,10,ER,ER,0.5940000000000001,0.024,55.06,0.24,5.506,0.024,0.658,0.16799999999999998,5.506,0.024
